OBJ File,OBJ ID,English Name,Japanese Name,FMA ID,Category,Region,Headache Importance,Headache Type,Recommended Blender Collection,Description,BBox(mm),Buildup,Mirror,Vertices,Faces
FJ1252.obj,FJ1252,Gingiva of upper jaw,,FMA59763,Other,Neck,,None,Others,,69.6×54×18.5,part_of,,,
FJ1252.obj,FJ1252,Gingiva of upper jaw,,FMA59763,Other,Neck,,None,Others,,69.6×54×18.5,is_a,,,
FJ1253.obj,FJ1253,Gingiva of lower jaw,,FMA59764,Other,Neck,,None,Others,,75.4×53.6×36.1,part_of,,,
FJ1253.obj,FJ1253,Gingiva of lower jaw,,FMA59764,Other,Neck,,None,Others,,75.4×53.6×36.1,is_a,,,
FJ1254.obj,FJ1254,Left lower first secondary molar tooth,,FMA55704,Other,Neck,,None,Others,,12.4×15.1×19.8,is_a,,,
FJ1255.obj,FJ1255,Left lower first secondary premolar tooth,,FMA55693,Other,Neck,,None,Others,,8×14.2×22.5,is_a,,,
FJ1256.obj,FJ1256,Left lower second secondary molar tooth,,FMA55703,Other,Neck,,None,Others,,12.1×16.5×18.7,is_a,,,
FJ1257.obj,FJ1257,Left lower second secondary premolar tooth,,FMA55692,Other,Neck,,None,Others,,8.2×13.3×23.4,is_a,,,
FJ1258.obj,FJ1258,Left lower central secondary incisor tooth,,FMA57143,Other,Neck,,None,Others,,5.9×18.2×25.5,is_a,,,
FJ1259.obj,FJ1259,Left lower lateral secondary incisor tooth,,FMA57141,Other,Neck,,None,Others,,7.9×16.9×25.2,is_a,,,
FJ1260.obj,FJ1260,Left lower secondary canine tooth,,FMA55687,Other,Neck,,None,Others,,8.7×15.6×26.9,is_a,,,
FJ1261.obj,FJ1261,Left upper first secondary molar tooth,,FMA55699,Other,Neck,,None,Others,,11.6×11.6×24.6,is_a,,,
FJ1262.obj,FJ1262,Left upper first secondary premolar tooth,,FMA55690,Other,Neck,,None,Others,,9.5×8.1×28.5,is_a,,,
FJ1263.obj,FJ1263,Left upper second secondary molar tooth,,FMA55700,Other,Neck,,None,Others,,11.9×9.9×22.7,is_a,,,
FJ1264.obj,FJ1264,Left upper second secondary premolar tooth,,FMA55691,Other,Neck,,None,Others,,9.3×7.6×26,is_a,,,
FJ1265.obj,FJ1265,Left upper central secondary incisor tooth,,FMA55682,Other,Neck,,None,Others,,8.9×12.9×26.5,is_a,,,
FJ1266.obj,FJ1266,Left upper lateral secondary incisor tooth,,FMA55683,Other,Neck,,None,Others,,9.7×11.7×29,is_a,,,
FJ1267.obj,FJ1267,Left upper secondary canine tooth,,FMA55799,Other,Neck,,None,Others,,9.3×9.3×31.4,is_a,,,
FJ1268.obj,FJ1268,Right lower first secondary molar tooth,,FMA55705,Other,Neck,,None,Others,,12.4×15.1×19.8,is_a,,,
FJ1269.obj,FJ1269,Right lower first secondary premolar tooth,,FMA55694,Other,Neck,,None,Others,,8×14.2×22.5,is_a,,,
FJ1270.obj,FJ1270,Right lower second secondary molar tooth,,FMA55706,Other,Neck,,None,Others,,12.1×16.6×18.7,is_a,,,
FJ1271.obj,FJ1271,Right lower second secondary premolar tooth,,FMA55695,Other,Neck,,None,Others,,8.2×13.3×23.4,is_a,,,
FJ1272.obj,FJ1272,Right lower central secondary incisor tooth,,FMA57142,Other,Neck,,None,Others,,5.9×18.3×25.5,is_a,,,
FJ1273.obj,FJ1273,Right lower lateral secondary incisor tooth,,FMA57140,Other,Neck,,None,Others,,7.9×16.9×25.2,is_a,,,
FJ1274.obj,FJ1274,Right lower secondary canine tooth,,FMA55686,Other,Neck,,None,Others,,8.7×15.6×26.9,is_a,,,
FJ1275.obj,FJ1275,Right upper second secondary molar tooth,,FMA55697,Other,Neck,,None,Others,,11.9×9.9×22.7,is_a,,,
FJ1276.obj,FJ1276,Right upper first secondary molar tooth,,FMA55698,Other,Neck,,None,Others,,11.6×11.6×24.6,is_a,,,
FJ1277.obj,FJ1277,Right upper first secondary premolar tooth,,FMA55689,Other,Neck,,None,Others,,9.6×8.1×28.5,is_a,,,
FJ1278.obj,FJ1278,Right upper second secondary premolar tooth,,FMA55688,Other,Neck,,None,Others,,9.3×7.6×26,is_a,,,
FJ1279.obj,FJ1279,Right upper central secondary incisor tooth,,FMA55681,Other,Neck,,None,Others,,8.9×12.9×26.4,is_a,,,
FJ1280.obj,FJ1280,Right upper lateral secondary incisor tooth,,FMA55680,Other,Neck,,None,Others,,9.6×11.3×28.9,is_a,,,
FJ1281.obj,FJ1281,Right upper secondary canine tooth,,FMA55798,Other,Neck,,None,Others,,9.3×9.3×31.4,is_a,,,
FJ1282.obj,FJ1282,Anterior chamber of left eyeball,,FMA58082,Other,Head,,None,Others,,12.8×3.7×12.8,part_of,,,
FJ1282.obj,FJ1282,Anterior chamber of left eyeball,,FMA58082,Other,Head,,None,Others,,12.8×3.7×12.8,is_a,,,
FJ1283.obj,FJ1283,Left anterior ethmoidal nerve,前篩骨神経,FMA52677,Nerve,Head,★☆☆☆☆,Migraine,Nerves,V1 枝。,7.8×4.4×1.5,is_a,,,
FJ1284.obj,FJ1284,Check ligament of left lateral rectus,,FMA49145,Ligament,Head,,None,Others,,10.2×12.2×9.1,is_a,,,
FJ1285.obj,FJ1285,Left choroid,,FMA58300,Other,Head,,None,Others,,24×19.5×23.9,part_of,,,
FJ1285.obj,FJ1285,Left choroid,,FMA58300,Other,Head,,None,Others,,24×19.5×23.9,is_a,,,
FJ1286.obj,FJ1286,Left choroid,,FMA58300,Other,Head,,None,Others,,22.3×7×22.3,part_of,,,
FJ1286.obj,FJ1286,Left choroid,,FMA58300,Other,Head,,None,Others,,22.3×7×22.3,is_a,,,
FJ1287.obj,FJ1287,Left corona ciliaris,,FMA58484,Other,Head,,None,Others,,16.9×3×17.1,is_a,,,
FJ1288.obj,FJ1288,Left ciliary ganglion,毛様体神経節,FMA53550,Nerve,Head,★★☆☆☆,Cluster,Nerves,副交感神経節。,3.3×3.3×2.6,is_a,,,
FJ1289.obj,FJ1289,Left cornea,,FMA58240,Other,Head,,None,Others,,14.1×4.9×14.1,part_of,,,
FJ1289.obj,FJ1289,Left cornea,,FMA58240,Other,Head,,None,Others,,14.1×4.9×14.1,is_a,,,
FJ1290.obj,FJ1290,Left frontal nerve,前頭神経,FMA52640,Nerve,Head,★★★☆☆,Migraine,Nerves,V1 の主要枝。,5.4×21.6×11.8,is_a,,,
FJ1291.obj,FJ1291,Left common tendinous ring,,FMA49073,Other,Head,,None,Others,,6.3×5.9×6.7,is_a,,,
FJ1292.obj,FJ1292,Check ligament of left medial rectus,,FMA49148,Ligament,Head,,None,Others,,9.1×11.5×8.5,is_a,,,
FJ1293.obj,FJ1293,Inferior branch of left oculomotor nerve,動眼神経,FMA52577,Nerve,Head,★★★☆☆,Cluster,Nerves,第3脳神経。群発頭痛の眼症状に関連。,24.7×35.9×25.3,is_a,,,
FJ1294.obj,FJ1294,Left inferior oblique,,FMA49051,Muscle,Head,,None,Others,,29.4×25.9×16.4,part_of,,,
FJ1294.obj,FJ1294,Left inferior oblique,,FMA49051,Muscle,Head,,None,Others,,29.4×25.9×16.4,is_a,,,
FJ1295.obj,FJ1295,Left inferior rectus,,FMA49047,Other,Head,,None,Others,,22.2×41×22.7,part_of,,,
FJ1295.obj,FJ1295,Left inferior rectus,,FMA49047,Other,Head,,None,Others,,22.2×41×22.7,is_a,,,
FJ1296.obj,FJ1296,Left infratrochlear nerve,滑車下神経,FMA52699,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 終枝。,3.6×5.2×9.6,is_a,,,
FJ1297.obj,FJ1297,Left iris,,FMA58237,Other,Head,,None,Others,,12.9×3.1×12.9,part_of,,,
FJ1297.obj,FJ1297,Left iris,,FMA58237,Other,Head,,None,Others,,12.9×3.1×12.9,is_a,,,
FJ1298.obj,FJ1298,Left lacrimal canaliculus,,FMA59583,Other,Head,,None,Others,,5.8×1×4.1,part_of,,,
FJ1298.obj,FJ1298,Left lacrimal canaliculus,,FMA59583,Other,Head,,None,Others,,5.8×1×4.1,is_a,,,
FJ1299.obj,FJ1299,Left lacrimal gland,,FMA59103,Other,Head,,None,Others,,14.8×12.5×15.2,part_of,,,
FJ1299.obj,FJ1299,Left lacrimal gland,,FMA59103,Other,Head,,None,Others,,14.8×12.5×15.2,is_a,,,
FJ1300.obj,FJ1300,Left lacrimal nerve,涙腺神経,FMA52630,Nerve,Head,★★☆☆☆,Cluster,Nerves,V1 枝。群発頭痛の自律神経症状に関連。,23.4×35.5×7.9,is_a,,,
FJ1301.obj,FJ1301,Left lacrimal lake,,FMA59542,Other,Head,,None,Others,,2.5×1.9×2.8,part_of,,,
FJ1301.obj,FJ1301,Left lacrimal lake,,FMA59542,Other,Head,,None,Others,,2.5×1.9×2.8,is_a,,,
FJ1302.obj,FJ1302,Left nasolacrimal duct,,FMA59556,Other,Head,,None,Others,,5×9.6×17,part_of,,,
FJ1302.obj,FJ1302,Left nasolacrimal duct,,FMA59556,Other,Head,,None,Others,,5×9.6×17,is_a,,,
FJ1304.obj,FJ1304,Left lateral rectus,,FMA49055,Other,Head,,None,Others,,26.5×39.6×17.6,part_of,,,
FJ1304.obj,FJ1304,Left lateral rectus,,FMA49055,Other,Head,,None,Others,,26.5×39.6×17.6,is_a,,,
FJ1305.obj,FJ1305,Left lens,,FMA58243,Other,Head,,None,Others,,10.3×4.8×10.5,part_of,,,
FJ1305.obj,FJ1305,Left lens,,FMA58243,Other,Head,,None,Others,,10.3×4.8×10.5,is_a,,,
FJ1306.obj,FJ1306,Left levator palpebrae superioris,,FMA49049,Muscle,Head,,None,Others,,30.2×45.8×16.1,part_of,,,
FJ1306.obj,FJ1306,Left levator palpebrae superioris,,FMA49049,Muscle,Head,,None,Others,,30.2×45.8×16.1,is_a,,,
FJ1308.obj,FJ1308,Left medial rectus,,FMA49057,Other,Head,,None,Others,,10×40.3×17.6,part_of,,,
FJ1308.obj,FJ1308,Left medial rectus,,FMA49057,Other,Head,,None,Others,,10×40.3×17.6,is_a,,,
FJ1309.obj,FJ1309,Left lacrimal sac,,FMA59546,Other,Head,,None,Others,,3.4×5×15.2,part_of,,,
FJ1309.obj,FJ1309,Left lacrimal sac,,FMA59546,Other,Head,,None,Others,,3.4×5×15.2,is_a,,,
FJ1310.obj,FJ1310,Left nasociliary nerve,鼻毛様体神経,FMA52670,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 枝。,17.8×74.8×15.5,is_a,,,
FJ1311.obj,FJ1311,Communicating branch of left nasociliary nerve with left ciliary ganglion,鼻毛様体神経,FMA52674,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 枝。,8.3×6.3×4.2,is_a,,,
FJ1312.obj,FJ1312,Left ophthalmic nerve,眼神経（三叉神経第1枝 V1）,FMA52623,Nerve,Head,★★★★☆,Migraine,Nerves,三叉神経第1枝。前頭部の感覚。非在の三叉神経本幹の代替として提示。,4.6×27.3×8.6,is_a,,,
FJ1313.obj,FJ1313,Left optic nerve,視神経,FMA50878,Nerve,Head,★★★☆☆,Multiple,Nerves,第2脳神経。視覚前兆の関連構造として。,30.1×40.4×24,is_a,,,
FJ1315.obj,FJ1315,Left posterior ethmoidal nerve,後篩骨神経,FMA52716,Nerve,Head,★☆☆☆☆,Migraine,Nerves,V1 枝。,7.8×2.6×1.9,is_a,,,
FJ1316.obj,FJ1316,Optic part of left retina,,FMA58608,Other,Head,,None,Others,,21.9×17.5×21.8,is_a,,,
FJ1317.obj,FJ1317,Left sclera,,FMA58272,Other,Head,,None,Others,,26.3×24.6×26.2,part_of,,,
FJ1317.obj,FJ1317,Left sclera,,FMA58272,Other,Head,,None,Others,,26.3×24.6×26.2,is_a,,,
FJ1318.obj,FJ1318,Left long ciliary nerve,長毛様体神経,FMA82735,Nerve,Head,★☆☆☆☆,Cluster,Nerves,V1 枝。,12×15.8×6.4,is_a,,,
FJ1319.obj,FJ1319,Short ciliary nerve,,FMA7041,Nerve,Head,,None,Others,,9.1×15.3×4.2,is_a,,,
FJ1320.obj,FJ1320,Suspensory ligament of left lens,,FMA58840,Ligament,Head,,None,Others,,16.3×2.6×16.3,part_of,,,
FJ1320.obj,FJ1320,Suspensory ligament of left lens,,FMA58840,Ligament,Head,,None,Others,,16.3×2.6×16.3,is_a,,,
FJ1321.obj,FJ1321,Superior branch of left oculomotor nerve,動眼神経,FMA52575,Nerve,Head,★★★☆☆,Cluster,Nerves,第3脳神経。群発頭痛の眼症状に関連。,12.4×26.1×9.7,is_a,,,
FJ1322.obj,FJ1322,Left superior oblique,,FMA49053,Muscle,Head,,None,Others,,28×43.4×11.4,part_of,,,
FJ1322.obj,FJ1322,Left superior oblique,,FMA49053,Muscle,Head,,None,Others,,28×43.4×11.4,is_a,,,
FJ1323.obj,FJ1323,Left superior rectus,,FMA49045,Other,Head,,None,Others,,22.9×40.5×6.8,part_of,,,
FJ1323.obj,FJ1323,Left superior rectus,,FMA49045,Other,Head,,None,Others,,22.9×40.5×6.8,is_a,,,
FJ1324.obj,FJ1324,Tarsal plate of left upper eyelid,,FMA59092,Bone,Head,,None,Others,,25.6×9.6×12.5,part_of,,,
FJ1324.obj,FJ1324,Tarsal plate of left upper eyelid,,FMA59092,Bone,Head,,None,Others,,25.6×9.6×12.5,is_a,,,
FJ1325.obj,FJ1325,Left supra-orbital nerve,眼窩上神経,FMA52657,Nerve,Head,★★★★☆,Migraine,Nerves,V1 終枝。前頭部頭痛・神経ブロックの標的。,7.1×35.2×21.6,is_a,,,
FJ1326.obj,FJ1326,Left supratrochlear nerve,滑車上神経,FMA52644,Nerve,Head,★★★☆☆,Migraine,Nerves,V1 終枝。前額内側の感覚。,23.2×37.4×20.2,is_a,,,
FJ1328.obj,FJ1328,Tarsal plate of left lower eyelid,,FMA59090,Bone,Head,,None,Others,,23.9×9×8.4,part_of,,,
FJ1328.obj,FJ1328,Tarsal plate of left lower eyelid,,FMA59090,Bone,Head,,None,Others,,23.9×9×8.4,is_a,,,
FJ1329.obj,FJ1329,Trochlea of left superior oblique,,FMA49068,Muscle,Head,,None,Others,,4.3×3×3.6,is_a,,,
FJ1330.obj,FJ1330,Left trochlear nerve,滑車神経,FMA50882,Nerve,Head,★★☆☆☆,Multiple,Nerves,第4脳神経。,9.1×79.2×11.8,is_a,,,
FJ1331.obj,FJ1331,Left vitreous body,,FMA58829,Other,Head,,None,Others,,20.4×17.7×20.3,part_of,,,
FJ1331.obj,FJ1331,Left vitreous body,,FMA58829,Other,Head,,None,Others,,20.4×17.7×20.3,is_a,,,
FJ1332.obj,FJ1332,Anterior chamber of right eyeball,,FMA58081,Other,Head,,None,Others,,12.8×3.7×12.8,is_a,,,
FJ1333.obj,FJ1333,Right anterior ethmoidal nerve,前篩骨神経,FMA52676,Nerve,Head,★☆☆☆☆,Migraine,Nerves,V1 枝。,7.8×4.4×1.5,is_a,,,
FJ1334.obj,FJ1334,Check ligament of right lateral rectus,,FMA49144,Ligament,Head,,None,Others,,10.2×12.2×9.1,is_a,,,
FJ1335.obj,FJ1335,Check ligament of right medial rectus,,FMA49147,Ligament,Head,,None,Others,,9.1×11.5×8.4,is_a,,,
FJ1336.obj,FJ1336,Right choroid,,FMA58299,Other,Head,,None,Others,,22.4×7×22.3,part_of,,,
FJ1336.obj,FJ1336,Right choroid,,FMA58299,Other,Head,,None,Others,,22.4×7×22.3,is_a,,,
FJ1337.obj,FJ1337,Right choroid,,FMA58299,Other,Head,,None,Others,,77×19.5×23.9,part_of,,,
FJ1337.obj,FJ1337,Right choroid,,FMA58299,Other,Head,,None,Others,,77×19.5×23.9,is_a,,,
FJ1338.obj,FJ1338,Right corona ciliaris,,FMA58483,Other,Head,,None,Others,,16.9×3×17.1,is_a,,,
FJ1339.obj,FJ1339,Right ciliary ganglion,毛様体神経節,FMA53549,Nerve,Head,★★☆☆☆,Cluster,Nerves,副交感神経節。,3.3×3.3×2.6,is_a,,,
FJ1340.obj,FJ1340,Right cornea,,FMA58239,Other,Head,,None,Others,,69×4.9×14.1,part_of,,,
FJ1340.obj,FJ1340,Right cornea,,FMA58239,Other,Head,,None,Others,,69×4.9×14.1,is_a,,,
FJ1341.obj,FJ1341,Right frontal nerve,前頭神経,FMA52639,Nerve,Head,★★★☆☆,Migraine,Nerves,V1 の主要枝。,5.4×21.7×11.8,is_a,,,
FJ1342.obj,FJ1342,Right common tendinous ring,,FMA49072,Other,Head,,None,Others,,6.3×5.9×6.7,is_a,,,
FJ1343.obj,FJ1343,Tendon of right levator palpebrae superioris,,FMA54159,Muscle,Head,,None,Others,,23.3×14.5×15.4,is_a,,,
FJ1344.obj,FJ1344,Inferior branch of right oculomotor nerve,動眼神経,FMA52576,Nerve,Head,★★★☆☆,Cluster,Nerves,第3脳神経。群発頭痛の眼症状に関連。,24.6×35.9×25.3,is_a,,,
FJ1345.obj,FJ1345,Right inferior oblique,,FMA49050,Muscle,Head,,None,Others,,29.4×25.9×16.4,part_of,,,
FJ1345.obj,FJ1345,Right inferior oblique,,FMA49050,Muscle,Head,,None,Others,,29.4×25.9×16.4,is_a,,,
FJ1346.obj,FJ1346,Right inferior rectus,,FMA49046,Other,Head,,None,Others,,22.2×41×22.7,part_of,,,
FJ1346.obj,FJ1346,Right inferior rectus,,FMA49046,Other,Head,,None,Others,,22.2×41×22.7,is_a,,,
FJ1347.obj,FJ1347,Right infratrochlear nerve,滑車下神経,FMA52698,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 終枝。,3.6×5.2×9.6,is_a,,,
FJ1348.obj,FJ1348,Right iris,,FMA58236,Other,Head,,None,Others,,12.9×3.1×12.9,part_of,,,
FJ1348.obj,FJ1348,Right iris,,FMA58236,Other,Head,,None,Others,,12.9×3.1×12.9,is_a,,,
FJ1349.obj,FJ1349,Right lacrimal canaliculus,,FMA59582,Other,Head,,None,Others,,5.8×1×4.2,part_of,,,
FJ1349.obj,FJ1349,Right lacrimal canaliculus,,FMA59582,Other,Head,,None,Others,,5.8×1×4.2,is_a,,,
FJ1350.obj,FJ1350,Right lacrimal gland,,FMA59102,Other,Head,,None,Others,,14.9×12.5×15.2,part_of,,,
FJ1350.obj,FJ1350,Right lacrimal gland,,FMA59102,Other,Head,,None,Others,,14.9×12.5×15.2,is_a,,,
FJ1351.obj,FJ1351,Right lacrimal nerve,涙腺神経,FMA52629,Nerve,Head,★★☆☆☆,Cluster,Nerves,V1 枝。群発頭痛の自律神経症状に関連。,23.4×35.5×7.9,is_a,,,
FJ1352.obj,FJ1352,Right lacrimal lake,,FMA59541,Other,Head,,None,Others,,2.5×1.9×2.8,part_of,,,
FJ1352.obj,FJ1352,Right lacrimal lake,,FMA59541,Other,Head,,None,Others,,2.5×1.9×2.8,is_a,,,
FJ1353.obj,FJ1353,Right nasolacrimal duct,,FMA59555,Other,Head,,None,Others,,5×9.6×17,part_of,,,
FJ1353.obj,FJ1353,Right nasolacrimal duct,,FMA59555,Other,Head,,None,Others,,5×9.6×17,is_a,,,
FJ1355.obj,FJ1355,Right lateral rectus,,FMA49054,Other,Head,,None,Others,,26.5×39.6×17.5,part_of,,,
FJ1355.obj,FJ1355,Right lateral rectus,,FMA49054,Other,Head,,None,Others,,26.5×39.6×17.5,is_a,,,
FJ1356.obj,FJ1356,Right lens,,FMA58242,Other,Head,,None,Others,,10.3×4.8×10.5,part_of,,,
FJ1356.obj,FJ1356,Right lens,,FMA58242,Other,Head,,None,Others,,10.3×4.8×10.5,is_a,,,
FJ1357.obj,FJ1357,Right levator palpebrae superioris,,FMA49048,Muscle,Head,,None,Others,,30.2×45.8×16.1,part_of,,,
FJ1357.obj,FJ1357,Right levator palpebrae superioris,,FMA49048,Muscle,Head,,None,Others,,30.2×45.8×16.1,is_a,,,
FJ1359.obj,FJ1359,Right medial rectus,,FMA49056,Other,Head,,None,Others,,10×40.2×17.7,part_of,,,
FJ1359.obj,FJ1359,Right medial rectus,,FMA49056,Other,Head,,None,Others,,10×40.2×17.7,is_a,,,
FJ1360.obj,FJ1360,Right lacrimal sac,,FMA59545,Other,Head,,None,Others,,3.4×5.1×15.2,part_of,,,
FJ1360.obj,FJ1360,Right lacrimal sac,,FMA59545,Other,Head,,None,Others,,3.4×5.1×15.2,is_a,,,
FJ1361.obj,FJ1361,Right nasociliary nerve,鼻毛様体神経,FMA52669,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 枝。,17.9×74.8×15.5,is_a,,,
FJ1362.obj,FJ1362,Communicating branch of right nasociliary nerve with right ciliary ganglion,鼻毛様体神経,FMA52673,Nerve,Head,★★☆☆☆,Migraine,Nerves,V1 枝。,8.3×6.4×4.2,is_a,,,
FJ1363.obj,FJ1363,Right ophthalmic nerve,眼神経（三叉神経第1枝 V1）,FMA52622,Nerve,Head,★★★★☆,Migraine,Nerves,三叉神経第1枝。前頭部の感覚。非在の三叉神経本幹の代替として提示。,4.6×27.3×8.6,is_a,,,
FJ1364.obj,FJ1364,Right optic nerve,視神経,FMA50875,Nerve,Head,★★★☆☆,Multiple,Nerves,第2脳神経。視覚前兆の関連構造として。,30.1×40.4×24,is_a,,,
FJ1366.obj,FJ1366,Right posterior ethmoidal nerve,後篩骨神経,FMA52715,Nerve,Head,★☆☆☆☆,Migraine,Nerves,V1 枝。,7.8×2.7×1.9,is_a,,,
FJ1367.obj,FJ1367,Optic part of right retina,,FMA58607,Other,Head,,None,Others,,21.9×17.5×21.8,is_a,,,
FJ1368.obj,FJ1368,Right sclera,,FMA58271,Other,Head,,None,Others,,74.9×24.6×26.2,part_of,,,
FJ1368.obj,FJ1368,Right sclera,,FMA58271,Other,Head,,None,Others,,74.9×24.6×26.2,is_a,,,
FJ1369.obj,FJ1369,Right long ciliary nerve,長毛様体神経,FMA82734,Nerve,Head,★☆☆☆☆,Cluster,Nerves,V1 枝。,12×15.8×6.4,is_a,,,
FJ1370.obj,FJ1370,Short ciliary nerve,,FMA7041,Nerve,Head,,None,Others,,9.1×15.3×4.2,is_a,,,
FJ1371.obj,FJ1371,Suspensory ligament of right lens,,FMA58839,Ligament,Head,,None,Others,,76.5×2.6×16.3,part_of,,,
FJ1371.obj,FJ1371,Suspensory ligament of right lens,,FMA58839,Ligament,Head,,None,Others,,76.5×2.6×16.3,is_a,,,
FJ1372.obj,FJ1372,Superior branch of right oculomotor nerve,動眼神経,FMA52574,Nerve,Head,★★★☆☆,Cluster,Nerves,第3脳神経。群発頭痛の眼症状に関連。,12.5×26.1×9.7,is_a,,,
FJ1373.obj,FJ1373,Right superior oblique,,FMA49052,Muscle,Head,,None,Others,,28×43.5×11.4,part_of,,,
FJ1373.obj,FJ1373,Right superior oblique,,FMA49052,Muscle,Head,,None,Others,,28×43.5×11.4,is_a,,,
FJ1374.obj,FJ1374,Right superior rectus,,FMA49044,Other,Head,,None,Others,,23×40.6×6.8,part_of,,,
FJ1374.obj,FJ1374,Right superior rectus,,FMA49044,Other,Head,,None,Others,,23×40.6×6.8,is_a,,,
FJ1375.obj,FJ1375,Tarsal plate of right upper eyelid,,FMA59091,Bone,Head,,None,Others,,25.6×9.6×12.6,part_of,,,
FJ1375.obj,FJ1375,Tarsal plate of right upper eyelid,,FMA59091,Bone,Head,,None,Others,,25.6×9.6×12.6,is_a,,,
FJ1376.obj,FJ1376,Right supra-orbital nerve,眼窩上神経,FMA52656,Nerve,Head,★★★★☆,Migraine,Nerves,V1 終枝。前頭部頭痛・神経ブロックの標的。,7.2×35.2×21.6,is_a,,,
FJ1377.obj,FJ1377,Right supratrochlear nerve,滑車上神経,FMA52643,Nerve,Head,★★★☆☆,Migraine,Nerves,V1 終枝。前額内側の感覚。,23.2×37.4×20.2,is_a,,,
FJ1379.obj,FJ1379,Tarsal plate of right lower eyelid,,FMA59089,Bone,Head,,None,Others,,23.9×9×8.4,part_of,,,
FJ1379.obj,FJ1379,Tarsal plate of right lower eyelid,,FMA59089,Bone,Head,,None,Others,,23.9×9×8.4,is_a,,,
FJ1380.obj,FJ1380,Trochlea of right superior oblique,,FMA49067,Muscle,Head,,None,Others,,4.3×3×3.6,is_a,,,
FJ1381.obj,FJ1381,Right trochlear nerve,滑車神経,FMA50881,Nerve,Head,★★☆☆☆,Multiple,Nerves,第4脳神経。,9.1×79.2×11.8,is_a,,,
FJ1382.obj,FJ1382,Right vitreous body,,FMA58828,Other,Head,,None,Others,,20.4×17.7×20.3,part_of,,,
FJ1382.obj,FJ1382,Right vitreous body,,FMA58828,Other,Head,,None,Others,,20.4×17.7×20.3,is_a,,,
FJ1383.obj,FJ1383,First lumbrical of right foot,,FMA37717,Other,Other,,None,Others,,35.4×85.4×19.7,is_a,,,
FJ1383M.obj,FJ1383M,First lumbrical of left foot,,FMA37718,Other,Other,,None,Others,,35.4×85.4×19.6,is_a,yes,,
FJ1384.obj,FJ1384,First plantar interosseous of right foot,,FMA37745,Other,Other,,None,Others,,27×49.6×23.6,is_a,,,
FJ1384M.obj,FJ1384M,First plantar interosseous of left foot,,FMA37746,Other,Other,,None,Others,,27×49.5×23.6,is_a,yes,,
FJ1385.obj,FJ1385,Second lumbrical of right foot,,FMA37719,Other,Other,,None,Others,,40.7×62.6×14.3,is_a,,,
FJ1385M.obj,FJ1385M,Second lumbrical of left foot,,FMA37720,Other,Other,,None,Others,,40.7×62.6×14.2,is_a,yes,,
FJ1386.obj,FJ1386,Second plantar interosseous of right foot,,FMA37743,Other,Other,,None,Others,,27.3×46.9×20.3,is_a,,,
FJ1386M.obj,FJ1386M,Second plantar interosseous of left foot,,FMA37744,Other,Other,,None,Others,,27.3×46.8×20.3,is_a,yes,,
FJ1387.obj,FJ1387,Third lumbrical of right foot,,FMA37485,Other,Other,,None,Others,,43.8×54.5×14.3,is_a,,,
FJ1387M.obj,FJ1387M,Third lumbrical of left foot,,FMA37486,Other,Other,,None,Others,,43.8×54.5×14.2,is_a,yes,,
FJ1388.obj,FJ1388,Third plantar interosseous of right foot,,FMA37741,Other,Other,,None,Others,,40.3×44×14.3,is_a,,,
FJ1388M.obj,FJ1388M,Third plantar interosseous of left foot,,FMA37742,Other,Other,,None,Others,,40.3×44×14.1,is_a,yes,,
FJ1389.obj,FJ1389,Fourth lumbrical of right foot,,FMA37483,Other,Other,,None,Others,,46×40.7×14.1,is_a,,,
FJ1389M.obj,FJ1389M,Fourth lumbrical of left foot,,FMA37484,Other,Other,,None,Others,,46×40.7×14.1,is_a,yes,,
FJ1390.obj,FJ1390,Abductor digiti minimi of right foot,,FMA37463,Other,Other,,None,Others,,93.2×109.1×16,is_a,,,
FJ1390M.obj,FJ1390M,Abductor digiti minimi of left foot,,FMA37464,Other,Other,,None,Others,,93.2×109.1×16,is_a,yes,,
FJ1391.obj,FJ1391,Flexor digiti minimi brevis of right foot,,FMA37471,Other,Other,,None,Others,,46.6×61.8×17.8,is_a,,,
FJ1391M.obj,FJ1391M,Flexor digiti minimi brevis of left foot,,FMA37472,Other,Other,,None,Others,,46.5×61.8×17.8,is_a,yes,,
FJ1392.obj,FJ1392,Interosseous membrane of right leg,,FMA35192,Other,Other,,None,Others,,18.8×24×318.5,is_a,,,
FJ1392M.obj,FJ1392M,Interosseous membrane of left leg,,FMA35193,Other,Other,,None,Others,,18.7×24×318.5,is_a,yes,,
FJ1393.obj,FJ1393,Lateral head of right flexor hallucis brevis,,FMA45973,Other,Other,,None,Others,,36.6×77×37.3,is_a,,,
FJ1393M.obj,FJ1393M,Lateral head of left flexor hallucis brevis,,FMA45974,Other,Other,,None,Others,,36.6×77×37.3,is_a,yes,,
FJ1394.obj,FJ1394,Lateral head of right gastrocnemius,,FMA45960,Other,Other,,None,Others,,56.1×74.9×290.6,is_a,,,
FJ1394M.obj,FJ1394M,Lateral head of left gastrocnemius,,FMA45961,Other,Other,,None,Others,,55.8×74.8×290.5,is_a,yes,,
