OBJ File,OBJ ID,English Name,Japanese Name,FMA ID,Category,Region,Headache Importance,Headache Type,Recommended Blender Collection,Description,BBox(mm),Buildup,Mirror,Vertices,Faces
FJ1395.obj,FJ1395,Long head of right biceps femoris,,FMA45888,Muscle,Other,,None,Others,,78.1×54×436.8,is_a,,,
FJ1395M.obj,FJ1395M,Long head of left biceps femoris,,FMA45889,Muscle,Other,,None,Others,,77.9×53.9×436.8,is_a,yes,,
FJ1396.obj,FJ1396,Medial head of right flexor hallucis brevis,,FMA45971,Other,Other,,None,Others,,27.1×76.9×37.8,is_a,,,
FJ1396M.obj,FJ1396M,Medial head of left flexor hallucis brevis,,FMA45972,Other,Other,,None,Others,,27.1×76.9×37.8,is_a,yes,,
FJ1397.obj,FJ1397,Medial head of right gastrocnemius,,FMA45957,Other,Other,,None,Others,,52.8×79.1×309.3,is_a,,,
FJ1397M.obj,FJ1397M,Medial head of left gastrocnemius,,FMA45958,Other,Other,,None,Others,,52.5×79×309.3,is_a,yes,,
FJ1398.obj,FJ1398,Oblique head of right adductor hallucis,,FMA46018,Muscle,Other,,None,Others,,17.8×66.4×28.9,is_a,,,
FJ1398M.obj,FJ1398M,Oblique head of left adductor hallucis,,FMA46019,Muscle,Other,,None,Others,,17.8×66.4×28.9,is_a,yes,,
FJ1399.obj,FJ1399,Opponens digiti minimi of right foot,,FMA86034,Other,Other,,None,Others,,29.4×36.6×11.2,is_a,,,
FJ1399M.obj,FJ1399M,Opponens digiti minimi of left foot,,FMA86035,Other,Other,,None,Others,,29.4×36.6×11.1,is_a,yes,,
FJ1400.obj,FJ1400,Right abductor hallucis,,FMA37459,Other,Other,,None,Others,,35.2×136.2×26,is_a,,,
FJ1400M.obj,FJ1400M,Left abductor hallucis,,FMA37460,Other,Other,,None,Others,,35.2×136.2×26,is_a,yes,,
FJ1401.obj,FJ1401,Right adductor brevis,,FMA22452,Other,Other,,None,Others,,75.5×46.9×196.9,is_a,,,
FJ1401M.obj,FJ1401M,Left adductor brevis,,FMA22454,Other,Other,,None,Others,,75.4×46.8×196.8,is_a,yes,,
FJ1402.obj,FJ1402,Right adductor longus,,FMA22456,Muscle,Other,,None,Others,,77.6×47.6×289.5,is_a,,,
FJ1402M.obj,FJ1402M,Left adductor longus,,FMA22457,Muscle,Other,,None,Others,,77.1×47.6×289.5,is_a,yes,,
FJ1403.obj,FJ1403,Right adductor magnus,,FMA22459,Other,Other,,None,Others,,98.8×59×397.4,is_a,,,
FJ1403M.obj,FJ1403M,Left adductor magnus,,FMA22460,Other,Other,,None,Others,,98.5×58.6×397.4,is_a,yes,,
FJ1404.obj,FJ1404,Right adductor minimus,,FMA43886,Other,Other,,None,Others,,85.6×45.2×121.4,is_a,,,
FJ1404M.obj,FJ1404M,Left adductor minimus,,FMA43887,Other,Other,,None,Others,,85.4×45.1×121.3,is_a,yes,,
FJ1405.obj,FJ1405,Right calcaneal tendon,,FMA258847,Other,Other,,None,Others,,56.9×30.6×214,is_a,,,
FJ1405M.obj,FJ1405M,Left calcaneal tendon,,FMA264844,Other,Other,,None,Others,,56.9×30.6×214,is_a,yes,,
FJ1406.obj,FJ1406,Right extensor digitorum longus,,FMA22548,Muscle,Other,,None,Others,,76.8×165.3×426.4,is_a,,,
FJ1406M.obj,FJ1406M,Left extensor digitorum longus,,FMA22549,Muscle,Other,,None,Others,,76.7×165.3×426.4,is_a,yes,,
FJ1407.obj,FJ1407,Right extensor hallucis brevis,,FMA51144,Other,Other,,None,Others,,14.2×119.9×46.3,is_a,,,
FJ1407M.obj,FJ1407M,Left extensor hallucis brevis,,FMA51145,Other,Other,,None,Others,,14×119.9×45.9,is_a,yes,,
FJ1408.obj,FJ1408,Right extensor hallucis longus,,FMA22546,Muscle,Other,,None,Others,,27.8×143.9×272.5,is_a,,,
FJ1408M.obj,FJ1408M,Left extensor hallucis longus,,FMA22547,Muscle,Other,,None,Others,,27.7×143.9×272.5,is_a,yes,,
FJ1409.obj,FJ1409,Right fibularis brevis,,FMA22554,Bone,Other,,None,Others,,35.7×52.6×244.7,is_a,,,
FJ1409M.obj,FJ1409M,Left fibularis brevis,,FMA22555,Bone,Other,,None,Others,,35.6×52.5×244.7,is_a,yes,,
FJ1410.obj,FJ1410,Right fibularis longus,,FMA22552,Bone,Other,,None,Others,,44.3×95.8×404.7,is_a,,,
FJ1410M.obj,FJ1410M,Left fibularis longus,,FMA22553,Bone,Other,,None,Others,,44×95.7×404.6,is_a,yes,,
FJ1411.obj,FJ1411,Right fibularis tertius,,FMA22550,Bone,Other,,None,Others,,30.2×39.9×132.8,is_a,,,
FJ1411M.obj,FJ1411M,Left fibularis tertius,,FMA22551,Bone,Other,,None,Others,,30.1×39.9×132.8,is_a,yes,,
FJ1412.obj,FJ1412,Right flexor accessorius,,FMA37465,Other,Other,,None,Others,,49.1×68.7×16.1,is_a,,,
FJ1412M.obj,FJ1412M,Left flexor accessorius,,FMA37466,Other,Other,,None,Others,,49.1×68.7×16,is_a,yes,,
FJ1413.obj,FJ1413,Right flexor digitorum brevis,,FMA37461,Other,Other,,None,Others,,105.7×172.6×19.3,is_a,,,
FJ1413M.obj,FJ1413M,Left flexor digitorum brevis,,FMA37462,Other,Other,,None,Others,,105.7×172.6×18.9,is_a,yes,,
FJ1414.obj,FJ1414,Right flexor digitorum longus,,FMA65016,Muscle,Other,,None,Others,,126.5×170.5×363.2,is_a,,,
FJ1414M.obj,FJ1414M,Left flexor digitorum longus,,FMA65017,Muscle,Other,,None,Others,,126.4×170.4×363.1,is_a,yes,,
FJ1415.obj,FJ1415,Right flexor hallucis longus,,FMA65014,Muscle,Other,,None,Others,,65.8×177.9×322.9,is_a,,,
FJ1415M.obj,FJ1415M,Left flexor hallucis longus,,FMA65015,Muscle,Other,,None,Others,,65.6×177.7×322.8,is_a,yes,,
FJ1416.obj,FJ1416,Right gemellus inferior,,FMA22336,Other,Other,,None,Others,,70.3×54×22.1,is_a,,,
FJ1416M.obj,FJ1416M,Left gemellus inferior,,FMA22337,Other,Other,,None,Others,,70.3×53.9×22,is_a,yes,,
FJ1417.obj,FJ1417,Right gemellus superior,,FMA22334,Other,Other,,None,Others,,79.9×45.2×27.2,is_a,,,
FJ1417M.obj,FJ1417M,Left gemellus superior,,FMA22335,Other,Other,,None,Others,,79.9×44.9×27,is_a,yes,,
FJ1418.obj,FJ1418,Right gluteus maximus,,FMA22328,Other,Other,,None,Others,,147.1×98.2×264.8,is_a,,,
FJ1418M.obj,FJ1418M,Left gluteus maximus,,FMA22329,Other,Other,,None,Others,,146.9×97.9×264.8,is_a,yes,,
FJ1419.obj,FJ1419,Right gluteus medius,,FMA22330,Other,Other,,None,Others,,90.3×85.5×162.2,is_a,,,
FJ1419M.obj,FJ1419M,Left gluteus medius,,FMA22331,Other,Other,,None,Others,,90.1×85.1×162.2,is_a,yes,,
FJ1420.obj,FJ1420,Right gluteus minimus,,FMA22332,Other,Other,,None,Others,,77.5×56×140,is_a,,,
FJ1420M.obj,FJ1420M,Left gluteus minimus,,FMA22333,Other,Other,,None,Others,,77.4×55.9×140,is_a,yes,,
FJ1421.obj,FJ1421,Right gracilis,,FMA43883,Other,Other,,None,Others,,58.5×67.4×514.6,is_a,,,
FJ1421M.obj,FJ1421M,Left gracilis,,FMA43884,Other,Other,,None,Others,,58.3×67.2×514.5,is_a,yes,,
FJ1422.obj,FJ1422,Right iliacus,,FMA22322,Other,Other,,None,Others,,54.6×83.2×224.2,is_a,,,
FJ1422M.obj,FJ1422M,Left iliacus,,FMA22323,Other,Other,,None,Others,,54.5×83.1×224.2,is_a,yes,,
FJ1423.obj,FJ1423,Right iliotibial tract,,FMA58776,Bone,Other,,None,Others,,70.8×80.8×630.9,part_of,,,
FJ1423.obj,FJ1423,Right iliotibial tract,,FMA58776,Bone,Other,,None,Others,,70.8×80.8×630.9,is_a,,,
FJ1423M.obj,FJ1423M,Left iliotibial tract,,FMA58777,Bone,Other,,None,Others,,70.7×80.7×630.9,part_of,yes,,
FJ1423M.obj,FJ1423M,Left iliotibial tract,,FMA58777,Bone,Other,,None,Others,,70.7×80.7×630.9,is_a,yes,,
FJ1424.obj,FJ1424,Right long plantar ligament,,FMA44249,Ligament,Other,,None,Others,,58.5×97×24.8,is_a,,,
FJ1424M.obj,FJ1424M,Left long plantar ligament,,FMA44250,Ligament,Other,,None,Others,,58.4×97×24.7,is_a,yes,,
FJ1425.obj,FJ1425,Right obturator externus,,FMA22326,Other,Other,,None,Others,,104.1×54.2×29.5,is_a,,,
FJ1425M.obj,FJ1425M,Left obturator externus,,FMA22327,Other,Other,,None,Others,,104×54×29.2,is_a,yes,,
FJ1426.obj,FJ1426,Right obturator internus,,FMA22324,Other,Other,,None,Others,,97.5×77.9×57.2,part_of,,,
FJ1426.obj,FJ1426,Right obturator internus,,FMA22324,Other,Other,,None,Others,,97.5×77.9×57.2,is_a,,,
FJ1426M.obj,FJ1426M,Left obturator internus,,FMA22325,Other,Other,,None,Others,,97.5×77.8×57.1,part_of,yes,,
FJ1426M.obj,FJ1426M,Left obturator internus,,FMA22325,Other,Other,,None,Others,,97.5×77.8×57.1,is_a,yes,,
FJ1427.obj,FJ1427,Right pectineus,,FMA22450,Other,Other,,None,Others,,75.9×56.9×140.8,is_a,,,
FJ1427M.obj,FJ1427M,Left pectineus,,FMA22451,Other,Other,,None,Others,,75.8×56.8×140.7,is_a,yes,,
FJ1428.obj,FJ1428,Right piriformis,,FMA22340,Other,Other,,None,Others,,111.6×59.9×66.6,part_of,,,
FJ1428.obj,FJ1428,Right piriformis,,FMA22340,Other,Other,,None,Others,,111.6×59.9×66.6,is_a,,,
FJ1428M.obj,FJ1428M,Left piriformis,,FMA22341,Other,Other,,None,Others,,111.6×59.9×66.3,part_of,yes,,
FJ1428M.obj,FJ1428M,Left piriformis,,FMA22341,Other,Other,,None,Others,,111.6×59.9×66.3,is_a,yes,,
FJ1429.obj,FJ1429,Right plantaris,,FMA22560,Other,Other,,None,Others,,61.8×63.5×509.2,is_a,,,
FJ1429M.obj,FJ1429M,Left plantaris,,FMA22561,Other,Other,,None,Others,,61.5×63.3×509.1,is_a,yes,,
FJ1430.obj,FJ1430,Right popliteus,,FMA22591,Other,Other,,None,Others,,53.2×46.1×144.7,is_a,,,
FJ1430M.obj,FJ1430M,Left popliteus,,FMA22592,Other,Other,,None,Others,,52.9×45.7×144.7,is_a,yes,,
FJ1431.obj,FJ1431,Right psoas major,,FMA22342,Other,Other,,None,Others,,106.3×66.8×363.6,part_of,,,
FJ1431.obj,FJ1431,Right psoas major,,FMA22342,Other,Other,,None,Others,,106.3×66.8×363.6,is_a,,,
FJ1431M.obj,FJ1431M,Left psoas major,,FMA22343,Other,Other,,None,Others,,106.3×66.4×363.5,part_of,yes,,
FJ1431M.obj,FJ1431M,Left psoas major,,FMA22343,Other,Other,,None,Others,,106.3×66.4×363.5,is_a,yes,,
FJ1432.obj,FJ1432,Right quadratus femoris,,FMA22338,Other,Other,,None,Others,,70.6×15.5×46.3,is_a,,,
FJ1432M.obj,FJ1432M,Left quadratus femoris,,FMA22339,Other,Other,,None,Others,,70.6×15.2×46.2,is_a,yes,,
FJ1433.obj,FJ1433,Right rectus femoris,,FMA38928,Other,Other,,None,Others,,91.6×68.8×556.5,is_a,,,
FJ1433M.obj,FJ1433M,Left rectus femoris,,FMA38929,Other,Other,,None,Others,,91.5×68.6×556.4,is_a,yes,,
FJ1434.obj,FJ1434,Right sartorius,,FMA22354,Other,Other,,None,Others,,110.6×57.2×627.6,is_a,,,
FJ1434M.obj,FJ1434M,Left sartorius,,FMA22355,Other,Other,,None,Others,,110.5×57×627.6,is_a,yes,,
FJ1435.obj,FJ1435,Right semimembranosus,,FMA22448,Other,Other,,None,Others,,58.1×66.4×438.6,is_a,,,
FJ1435M.obj,FJ1435M,Left semimembranosus,,FMA22449,Other,Other,,None,Others,,57.8×66.2×438.5,is_a,yes,,
FJ1436.obj,FJ1436,Right semitendinosus,,FMA22358,Other,Other,,None,Others,,41.5×73.9×480.6,is_a,,,
FJ1436M.obj,FJ1436M,Left semitendinosus,,FMA22359,Other,Other,,None,Others,,41.4×73.8×480.6,is_a,yes,,
FJ1437.obj,FJ1437,Right soleus,,FMA22558,Other,Other,,None,Others,,80.2×59.3×326.2,is_a,,,
FJ1437M.obj,FJ1437M,Left soleus,,FMA22559,Other,Other,,None,Others,,80.2×58.9×326.2,is_a,yes,,
FJ1438.obj,FJ1438,Right tensor fasciae latae,,FMA22425,Other,Other,,None,Others,,32.3×39.9×158.9,is_a,,,
FJ1438M.obj,FJ1438M,Left tensor fasciae latae,,FMA22426,Other,Other,,None,Others,,31.8×39.4×158.9,is_a,yes,,
FJ1439.obj,FJ1439,Right tibialis anterior,,FMA22544,Bone,Other,,None,Others,,50×77×394.1,is_a,,,
FJ1439M.obj,FJ1439M,Left tibialis anterior,,FMA22545,Bone,Other,,None,Others,,49.8×76.8×394.1,is_a,yes,,
FJ1440.obj,FJ1440,Right tibialis posterior,,FMA65018,Bone,Other,,None,Others,,62.3×73.4×378.4,is_a,,,
FJ1440M.obj,FJ1440M,Left tibialis posterior,,FMA65019,Bone,Other,,None,Others,,62.2×73.4×378.3,is_a,yes,,
FJ1441.obj,FJ1441,Right vastus intermedius,,FMA38934,Other,Other,,None,Others,,57×59×427.3,is_a,,,
FJ1441M.obj,FJ1441M,Left vastus intermedius,,FMA38935,Other,Other,,None,Others,,56.9×58.9×427.3,is_a,yes,,
FJ1442.obj,FJ1442,Right vastus lateralis,,FMA38930,Other,Other,,None,Others,,75.7×79.7×470.2,is_a,,,
FJ1442M.obj,FJ1442M,Left vastus lateralis,,FMA38931,Other,Other,,None,Others,,75.6×79.5×470.2,is_a,yes,,
FJ1443.obj,FJ1443,Right vastus medialis,,FMA38932,Other,Other,,None,Others,,70.8×57.8×397.6,is_a,,,
FJ1443M.obj,FJ1443M,Left vastus medialis,,FMA38933,Other,Other,,None,Others,,70.7×57.8×397.6,is_a,yes,,
FJ1444.obj,FJ1444,Short head of right biceps femoris,,FMA45891,Muscle,Other,,None,Others,,36.9×36.7×318.4,is_a,,,
FJ1444M.obj,FJ1444M,Short head of left biceps femoris,,FMA45892,Muscle,Other,,None,Others,,36.7×36.6×318.4,is_a,yes,,
FJ1445.obj,FJ1445,Transverse head of right adductor hallucis,,FMA46020,Other,Other,,None,Others,,41.9×31×7.2,is_a,,,
FJ1445M.obj,FJ1445M,Transverse head of left adductor hallucis,,FMA46021,Other,Other,,None,Others,,41.8×31×7.2,is_a,yes,,
FJ1446.obj,FJ1446,Abdominal part of right pectoralis major,,FMA45874,Muscle,Other,,None,Others,,132.9×132.1×173.2,part_of,,,
FJ1446.obj,FJ1446,Abdominal part of right pectoralis major,,FMA45874,Muscle,Other,,None,Others,,132.9×132.1×173.2,is_a,,,
FJ1446M.obj,FJ1446M,Abdominal part of left pectoralis major,,FMA45875,Muscle,Other,,None,Others,,132.9×131.9×173.2,part_of,yes,,
FJ1446M.obj,FJ1446M,Abdominal part of left pectoralis major,,FMA45875,Muscle,Other,,None,Others,,132.9×131.9×173.2,is_a,yes,,
FJ1447.obj,FJ1447,Clavicular part of right pectoralis major,,FMA34690,Muscle,Other,,None,Others,,167.8×63.2×101.4,is_a,,,
FJ1447M.obj,FJ1447M,Clavicular part of left pectoralis major,,FMA34691,Muscle,Other,,None,Others,,167.8×63.1×101.4,is_a,yes,,
FJ1448.obj,FJ1448,Linea alba,,FMA11336,Other,Other,,None,Others,,17.6×100×389.8,is_a,,,
FJ1449M.obj,FJ1449M,Left coccygeus,,FMA46444,Other,Other,,None,Others,,46.2×29.2×40.5,is_a,yes,,
FJ1450.obj,FJ1450,,,,Other,Other,,None,Others,,11.7×21.9×21.3,part_of,,,
FJ1450.obj,FJ1450,,,,Other,Other,,None,Others,,11.7×21.9×21.3,is_a,,,
FJ1450M.obj,FJ1450M,External anal sphincter,,FMA21930,Other,Other,,None,Others,,11.5×21.8×21.3,part_of,yes,,
FJ1450M.obj,FJ1450M,External anal sphincter,,FMA21930,Other,Other,,None,Others,,11.5×21.8×21.3,is_a,yes,,
FJ1451.obj,FJ1451,,,,Other,Other,,None,Others,,113×188.4×353.9,is_a,,,
FJ1451M.obj,FJ1451M,External intercostal muscle,,FMA9756,Muscle,Other,,None,Others,,112.9×188.4×353.9,is_a,yes,,
FJ1452.obj,FJ1452,Right external oblique,,FMA13336,Muscle,Other,,None,Others,,137.4×181.8×418,part_of,,,
FJ1452.obj,FJ1452,Right external oblique,,FMA13336,Muscle,Other,,None,Others,,137.4×181.8×418,is_a,,,
FJ1452M.obj,FJ1452M,Left external oblique,,FMA13337,Muscle,Other,,None,Others,,137.4×181.7×418,part_of,yes,,
FJ1452M.obj,FJ1452M,Left external oblique,,FMA13337,Muscle,Other,,None,Others,,137.4×181.7×418,is_a,yes,,
FJ1453M.obj,FJ1453M,Left iliococcygeus,,FMA45859,Other,Other,,None,Others,,48.5×73.3×45.7,is_a,yes,,
FJ1454.obj,FJ1454,,,,Other,Other,,None,Others,,83.9×187.1×295.9,is_a,,,
FJ1454M.obj,FJ1454M,Innermost intercostal muscle,,FMA9758,Muscle,Other,,None,Others,,83.8×187.1×295.8,is_a,yes,,
FJ1455.obj,FJ1455,,,,Other,Other,,None,Others,,116.7×204.7×295.6,is_a,,,
FJ1455M.obj,FJ1455M,Internal intercostal muscle,,FMA9757,Muscle,Other,,None,Others,,116.7×204.7×295.6,is_a,yes,,
FJ1456.obj,FJ1456,Right pectoralis minor,,FMA13375,Muscle,Other,,None,Others,,60.5×92.8×145,part_of,,,
FJ1456.obj,FJ1456,Right pectoralis minor,,FMA13375,Muscle,Other,,None,Others,,60.5×92.8×145,is_a,,,
FJ1456M.obj,FJ1456M,Left pectoralis minor,,FMA13376,Muscle,Other,,None,Others,,60.4×92.7×145,part_of,yes,,
FJ1456M.obj,FJ1456M,Left pectoralis minor,,FMA13376,Muscle,Other,,None,Others,,60.4×92.7×145,is_a,yes,,
FJ1457M.obj,FJ1457M,Left pubococcygeus,,FMA45855,Other,Other,,None,Others,,32.2×90×47.4,is_a,yes,,
FJ1458M.obj,FJ1458M,Left puborectalis,,FMA45857,Other,Other,,None,Others,,29.4×81.5×28.7,is_a,yes,,
FJ1459.obj,FJ1459,Right serratus anterior,,FMA13398,Other,Other,,None,Others,,86.8×162.9×270.2,part_of,,,
FJ1459.obj,FJ1459,Right serratus anterior,,FMA13398,Other,Other,,None,Others,,86.8×162.9×270.2,is_a,,,
FJ1459M.obj,FJ1459M,Left serratus anterior,,FMA13399,Other,Other,,None,Others,,86.7×162.9×270.2,part_of,yes,,
FJ1459M.obj,FJ1459M,Left serratus anterior,,FMA13399,Other,Other,,None,Others,,86.7×162.9×270.2,is_a,yes,,
FJ1460.obj,FJ1460,Right subclavius,,FMA13412,Other,Other,,None,Others,,70.4×60.8×31.5,part_of,,,
FJ1460.obj,FJ1460,Right subclavius,,FMA13412,Other,Other,,None,Others,,70.4×60.8×31.5,is_a,,,
FJ1460M.obj,FJ1460M,Left subclavius,,FMA13411,Other,Other,,None,Others,,70.4×60.8×31.5,part_of,yes,,
FJ1460M.obj,FJ1460M,Left subclavius,,FMA13411,Other,Other,,None,Others,,70.4×60.8×31.5,is_a,yes,,
FJ1461.obj,FJ1461,Right transversus thoracis,,FMA9761,Other,Other,,None,Others,,87.2×54.1×145,part_of,,,
FJ1461.obj,FJ1461,Right transversus thoracis,,FMA9761,Other,Other,,None,Others,,87.2×54.1×145,is_a,,,
FJ1461M.obj,FJ1461M,Left transversus thoracis,,FMA9762,Other,Other,,None,Others,,87.2×54×145,part_of,yes,,
FJ1461M.obj,FJ1461M,Left transversus thoracis,,FMA9762,Other,Other,,None,Others,,87.2×54×145,is_a,yes,,
FJ1462.obj,FJ1462,Set of right levatores costarum breves,,FMA74077,Muscle,Other,,None,Others,,50.1×66×316.6,is_a,,,
FJ1462M.obj,FJ1462M,Set of left levatores costarum breves,,FMA74078,Muscle,Other,,None,Others,,50.1×65.9×316.6,is_a,yes,,
FJ1463.obj,FJ1463,Set of right levatores costarum longi,,FMA74075,Muscle,Other,,None,Others,,45.9×68.3×319.1,is_a,,,
FJ1463M.obj,FJ1463M,Set of left levatores costarum longi,,FMA74076,Muscle,Other,,None,Others,,45.9×68.2×319.1,is_a,yes,,
FJ1464.obj,FJ1464,Sternocostal part of right pectoralis major,,FMA79979,Muscle,Other,,None,Others,,183×138.6×173.3,part_of,,,
FJ1464.obj,FJ1464,Sternocostal part of right pectoralis major,,FMA79979,Muscle,Other,,None,Others,,183×138.6×173.3,is_a,,,
FJ1464M.obj,FJ1464M,Sternocostal part of left pectoralis major,,FMA79980,Muscle,Other,,None,Others,,183×138.4×173.2,part_of,yes,,
FJ1464M.obj,FJ1464M,Sternocostal part of left pectoralis major,,FMA79980,Muscle,Other,,None,Others,,183×138.4×173.2,is_a,yes,,
FJ1465.obj,FJ1465,,,,Other,Other,,None,Others,,25.4×66.2×33.7,is_a,,,
FJ1465M.obj,FJ1465M,Tendinous arch of levator ani,,FMA46442,Muscle,Other,,None,Others,,25.3×66.2×33.7,is_a,yes,,
FJ1466.obj,FJ1466,Abductor digiti minimi of right hand,,FMA37396,Other,Other,,None,Others,,17.4×18.4×65,is_a,,,
FJ1466M.obj,FJ1466M,Abductor digiti minimi of left hand,,FMA37397,Other,Other,,None,Others,,17.4×18.3×65,is_a,yes,,
FJ1467.obj,FJ1467,Acromial part of right deltoid,,FMA34682,Muscle,Other,,None,Others,,80.9×63.1×144.6,is_a,,,
FJ1467M.obj,FJ1467M,Acromial part of left deltoid,,FMA34683,Muscle,Other,,None,Others,,80.6×62.5×144.1,is_a,yes,,
FJ1468.obj,FJ1468,Clavicular part of right deltoid,,FMA34680,Muscle,Other,,None,Others,,115.2×46.2×151.6,is_a,,,
FJ1468M.obj,FJ1468M,Clavicular part of left deltoid,,FMA34681,Muscle,Other,,None,Others,,115.1×46.2×151.5,is_a,yes,,
FJ1469.obj,FJ1469,Left flexor pollicis brevis,,FMA37389,Other,Other,,None,Others,,45.2×27.9×27.5,is_a,,,
FJ1469M.obj,FJ1469M,Right flexor pollicis brevis,,FMA37388,Other,Other,,None,Others,,45.2×27.9×27.5,is_a,yes,,
FJ1470.obj,FJ1470,Flexor digiti minimi brevis of right hand,,FMA37398,Other,Other,,None,Others,,17.9×17.6×60.2,is_a,,,
FJ1470M.obj,FJ1470M,Flexor digiti minimi brevis of left hand,,FMA37399,Other,Other,,None,Others,,17.9×17.3×60.2,is_a,yes,,
FJ1471.obj,FJ1471,Flexor retinaculum of right wrist,,FMA40120,Other,Other,,None,Others,,36.9×14.1×27,part_of,,,
FJ1471.obj,FJ1471,Flexor retinaculum of right wrist,,FMA40120,Other,Other,,None,Others,,36.9×14.1×27,is_a,,,
FJ1471M.obj,FJ1471M,Flexor retinaculum of left wrist,,FMA40121,Other,Other,,None,Others,,36.9×13.9×27,part_of,yes,,
FJ1471M.obj,FJ1471M,Flexor retinaculum of left wrist,,FMA40121,Other,Other,,None,Others,,36.9×13.9×27,is_a,yes,,
FJ1472.obj,FJ1472,Right extensor carpi ulnaris,,FMA38507,Bone,Other,,None,Others,,18×77.2×287.7,is_a,,,
FJ1472M.obj,FJ1472M,Left extensor carpi ulnaris,,FMA38508,Bone,Other,,None,Others,,18×77.1×287.7,is_a,yes,,
FJ1473.obj,FJ1473,Humeral head of right flexor carpi ulnaris,,FMA38617,Bone,Other,,None,Others,,68.7×75.5×266.8,is_a,,,
FJ1473M.obj,FJ1473M,Humeral head of left flexor carpi ulnaris,,FMA38618,Bone,Other,,None,Others,,68.6×75.4×266.8,is_a,yes,,
FJ1474.obj,FJ1474,Humeral head of right pronator teres,,FMA38560,Other,Other,,None,Others,,69.9×34.9×148.7,is_a,,,
FJ1474M.obj,FJ1474M,Humeral head of left pronator teres,,FMA38561,Other,Other,,None,Others,,69.9×34.9×148.7,is_a,yes,,
FJ1475.obj,FJ1475,Right flexor digitorum superficialis,,FMA38470,Other,Other,,None,Others,,127.8×100.3×377.3,is_a,,,
FJ1475M.obj,FJ1475M,Left flexor digitorum superficialis,,FMA38471,Other,Other,,None,Others,,127.8×100.3×377.3,is_a,yes,,
FJ1476.obj,FJ1476,Interosseous membrane of right forearm,,FMA23707,Other,Other,,None,Others,,21.7×48.1×156.3,is_a,,,
FJ1476M.obj,FJ1476M,Interosseous membrane of left forearm,,FMA23708,Other,Other,,None,Others,,21.7×48.1×156.3,is_a,yes,,
FJ1477.obj,FJ1477,Lateral head of right triceps brachii,,FMA37697,Muscle,Other,,None,Others,,53.9×49×256.3,is_a,,,
FJ1477M.obj,FJ1477M,Lateral head of left triceps brachii,,FMA37698,Muscle,Other,,None,Others,,53.5×48.7×256.2,is_a,yes,,
FJ1478.obj,FJ1478,Long head of right biceps brachii,,FMA37686,Muscle,Other,,None,Others,,94.6×41.7×345.5,is_a,,,
FJ1478M.obj,FJ1478M,Long head of left biceps brachii,,FMA37687,Muscle,Other,,None,Others,,94.6×41.5×345.3,is_a,yes,,
FJ1479.obj,FJ1479,Long head of right triceps brachii,,FMA37699,Muscle,Other,,None,Others,,82.3×45.6×265.5,is_a,,,
FJ1479M.obj,FJ1479M,Long head of left triceps brachii,,FMA37700,Muscle,Other,,None,Others,,81.8×45.3×265.5,is_a,yes,,
FJ1480.obj,FJ1480,Medial head of right triceps brachii,,FMA37695,Muscle,Other,,None,Others,,59.9×25.7×226.7,is_a,,,
FJ1480M.obj,FJ1480M,Medial head of left triceps brachii,,FMA37696,Muscle,Other,,None,Others,,59.6×25.6×226.7,is_a,yes,,
FJ1481.obj,FJ1481,Oblique head of right adductor pollicis,,FMA46121,Muscle,Other,,None,Others,,42.8×23.9×30,is_a,,,
FJ1481M.obj,FJ1481M,Oblique head of left adductor pollicis,,FMA46122,Muscle,Other,,None,Others,,42.8×23.9×30,is_a,yes,,
FJ1482.obj,FJ1482,Opponens digiti minimi of right hand,,FMA37400,Other,Other,,None,Others,,18×14.9×46.8,is_a,,,
FJ1482M.obj,FJ1482M,Opponens digiti minimi of left hand,,FMA37401,Other,Other,,None,Others,,18×14.9×46.8,is_a,yes,,
FJ1483.obj,FJ1483,Right abductor pollicis brevis,,FMA37386,Other,Other,,None,Others,,39.2×29.7×38.3,is_a,,,
FJ1483M.obj,FJ1483M,Left abductor pollicis brevis,,FMA37387,Other,Other,,None,Others,,39.2×29.7×38.2,is_a,yes,,
FJ1484.obj,FJ1484,Right abductor pollicis longus,,FMA38516,Muscle,Other,,None,Others,,62×61.8×182,is_a,,,
